ticker,simple_sector,sector_33,buy_date,sell_date,shares,buy_price,sell_price,pnl,return_pct,exit_reason
8515.T,その他金融/リース・消費者金融,その他金融業,2026-01-06,2026-01-09,100,556.2199999999999,562.0,578.0000000000086,1.0391571680270495,sell_signal
5697.T,鉄鋼/鉄鋼,鉄鋼,2026-01-06,2026-01-09,100,759.0,742.0,-1700.0,-2.2397891963109373,sell_signal
9405.T,大幅増額/情報通信,情報・通信業,2026-01-06,2026-01-09,100,860.7199999999999,856.0,-471.99999999999136,-0.5483781020540812,sell_signal
7241.T,輸送用機器/自動車部品,輸送用機器,2026-01-06,2026-01-09,100,1080.975,1070.0,-1097.499999999991,-1.0152871250491358,sell_signal
8600.T,銀行/地方銀行,銀行業,2026-01-13,2026-01-15,100,834.0,852.0,1800.0,2.158273381294973,sell_signal
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-01-13,2026-01-15,100,865.795,861.0,-479.4999999999959,-0.553826252172851,sell_signal
9405.T,大幅増額/情報通信,情報・通信業,2026-01-13,2026-01-15,100,871.0,863.0,-800.0,-0.9184845005740572,sell_signal
7241.T,輸送用機器/自動車部品,輸送用機器,2026-01-14,2026-01-15,800,1099.245,1114.0,11804.000000000087,1.3422849319305596,sell_signal
6343.T,機械/住宅建設,機械,2026-01-23,2026-01-27,400,180.67,186.0,2132.000000000005,2.9501300714009027,sell_signal
6343.T,機械/住宅建設,機械,2026-02-04,2026-02-05,500,185.74499999999998,188.0,1127.5000000000118,1.214029987348253,sell_signal
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-02-04,2026-02-05,100,887.1099999999999,887.0,-10.999999999989996,-0.012399815130015313,sell_signal
3289.T,225/不動産,不動産業,2026-02-04,2026-02-05,100,1477.84,1494.0,1616.0000000000082,1.0934877929951847,sell_signal
6343.T,機械/住宅建設,機械,2026-02-10,2026-02-12,400,195.89499999999998,214.0,7242.000000000007,9.242196074427644,take_profit
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-02-10,2026-02-13,100,922.6349999999999,953.0,3036.5000000000123,3.2911172890688123,sell_signal
4977.T,化学/食品,化学,2026-02-10,2026-02-13,100,1297.1699999999998,1309.0,1183.0000000000155,0.9119853218930496,sell_signal
7241.T,輸送用機器/自動車部品,輸送用機器,2026-02-10,2026-02-13,100,1109.395,1144.0,3460.500000000002,3.1192677089765253,sell_signal
1768.T,建設/建設・土木,建設業,2026-02-12,2026-02-13,1600,1658.5099999999998,1620.0,-61615.99999999962,-2.3219636903003105,sell_signal
6343.T,機械/住宅建設,機械,2026-02-19,2026-02-24,500,198.93999999999997,214.0,7530.0000000000155,7.5701216447170205,sell_signal
7246.T,輸送用機器/建設農業機械・産業車両,輸送用機器,2026-02-19,2026-02-24,100,982.5199999999999,975.0,-751.9999999999868,-0.7653788218051405,sell_signal
5697.T,鉄鋼/鉄鋼,鉄鋼,2026-02-19,2026-02-24,100,807.9399999999999,813.0,506.0000000000059,0.6262841300096689,sell_signal
7241.T,輸送用機器/自動車部品,輸送用機器,2026-02-19,2026-02-24,100,1157.1,1134.0,-2309.999999999991,-1.9963702359346525,sell_signal
8600.T,銀行/地方銀行,銀行業,2026-02-26,2026-03-02,100,960.1899999999999,937.0,-2318.999999999994,-2.4151470021558152,sell_signal
4619.T,化学/タイヤ・ゴム,化学,2026-02-27,2026-03-02,500,2487.765,2470.0,-8882.499999999936,-0.7140947798525921,sell_signal
1879.T,建設/建設・土木,建設業,2026-02-27,2026-03-02,700,2175.145,2136.0,-27401.499999999985,-1.7996501382666397,sell_signal
