date,ticker,action,price,shares,reason,nikkei_phase
2024-07-01,7721.T,BUY,3613.3999999999996,100,breakout_1p5_entry,stable
2024-07-01,6231.T,BUY,5907.299999999999,100,breakout_1p5_entry,stable
2024-07-01,8766.T,BUY,6095.075,100,breakout_1p5_entry,stable
2024-07-01,4275.T,BUY,1468.705,300,breakout_1p5_entry,stable
2024-07-01,6371.T,BUY,2107.816749267578,200,breakout_1p5_entry,stable
2024-07-01,2674.T,BUY,2112.2149999999997,200,breakout_1p5_entry,stable
2024-07-02,6231.T,SELL,5540.0,100,stop_loss,stable
2024-07-03,7721.T,SELL,3845.0,100,sell_signal,uptrend
2024-07-10,8766.T,SELL,6596.0,100,take_profit,uptrend
2024-07-11,7721.T,BUY,3850.0,100,condition2_entry,uptrend
2024-07-12,7721.T,SELL,3750.0,100,sell_signal,uptrend
2024-07-16,3431.T,BUY,2496.8999999999996,200,condition2_entry,normal
2024-07-16,8725.T,BUY,3800.0,100,condition2_entry,normal
2024-07-16,8522.T,BUY,2649.1499999999996,100,condition2_entry,normal
2024-07-16,4685.T,BUY,2325.0,200,condition2_entry,normal
2024-07-16,8750.T,BUY,1161.5,100,condition2_entry,normal
2024-07-22,4685.T,SELL,2097.5,200,stop_loss,normal
2024-07-24,8725.T,SELL,3588.0,100,stop_loss,normal
2024-07-25,4275.T,SELL,1395.0,300,stop_loss,normal
2024-07-25,6371.T,SELL,2096.666748046875,200,pre_earnings_exit,normal
2024-07-25,8522.T,SELL,2500.0,100,stop_loss,normal
2024-07-25,8750.T,SELL,1102.5,100,stop_loss,normal
2024-07-26,2674.T,SELL,2037.0,200,sell_signal,normal
2024-07-26,8877.T,BUY,4506.599999999999,100,condition2_entry,normal
2024-07-29,8877.T,SELL,4665.0,100,sell_signal,normal
2024-07-30,3431.T,SELL,2364.25,200,crash_early_exit,crash
2024-07-30,7979.T,BUY,2441.675,200,q2_defensive_entry,crash
2024-07-30,9722.T,BUY,1708.92,200,q2_defensive_entry,crash
2024-07-30,6230.T,BUY,2620.0,100,q2_defensive_entry,crash
2024-07-30,3712.T,BUY,4469.25,100,q2_defensive_entry,crash
2024-07-30,7327.T,BUY,972.966646118164,500,q2_defensive_entry,crash
2024-07-30,6946.T,BUY,2541.16,100,q2_defensive_entry,crash
2024-07-30,7148.T,BUY,2408.85,200,q2_defensive_entry,crash
2024-07-30,5288.T,BUY,973.64,100,q2_defensive_entry,crash
2024-07-31,7979.T,SELL,2396.1,200,crash_early_exit,crash
2024-07-31,9722.T,SELL,1644.0,200,crash_early_exit,crash
2024-07-31,6230.T,SELL,2470.0,100,stop_loss,crash
2024-07-31,6946.T,SELL,2332.4,100,crash_early_exit,crash
2024-07-31,7148.T,SELL,2440.0,200,crash_early_exit,crash
2024-07-31,5288.T,SELL,987.0,100,sell_signal,crash
2024-08-01,3712.T,SELL,4395.0,100,sell_signal,downtrend
2024-08-01,7327.T,SELL,976.6666870117188,500,sell_signal,downtrend
2024-08-02,5941.T,BUY,2630.0,100,q2_defensive_entry,crash
2024-08-02,2791.T,BUY,10706.0,100,q2_defensive_entry,crash
2024-08-05,5941.T,SELL,2331.0,100,crash_early_exit,crash
2024-08-05,2791.T,SELL,10329.199999999999,100,crash_early_exit,crash
2024-08-07,6946.T,BUY,2032.1200000000001,200,q2_defensive_entry,crash
2024-08-07,5941.T,BUY,2251.0,200,q2_defensive_entry,crash
2024-08-07,9651.T,BUY,1245.33,400,q2_defensive_entry,crash
2024-08-07,1826.T,BUY,812.04,600,q2_defensive_entry,crash
2024-08-07,9761.T,BUY,1809.0,200,q2_defensive_entry,crash
2024-08-08,6946.T,SELL,2140.32,200,crash_early_exit,crash
2024-08-08,5941.T,SELL,2438.24,200,crash_early_exit,crash
2024-08-08,9651.T,SELL,1310.0,400,take_profit,crash
2024-08-08,1826.T,SELL,817.3199999999999,600,crash_early_exit,crash
2024-08-08,3712.T,BUY,4221.8,100,q2_defensive_entry,crash
2024-08-08,3261.T,BUY,479.75,1000,q2_defensive_entry,crash
2024-08-09,3712.T,SELL,4145.0,100,crash_early_exit,crash
2024-08-09,3261.T,SELL,524.0,1000,take_profit,crash
2024-08-13,1826.T,BUY,877.69,500,q2_defensive_entry,crash
2024-08-13,2923.T,BUY,7241.7,100,q2_defensive_entry,crash
2024-08-14,9761.T,SELL,1833.0,200,sell_signal,capitulation_end
2024-08-14,1826.T,SELL,871.0,500,sell_signal,capitulation_end
2024-08-14,2923.T,SELL,7280.0,100,sell_signal,capitulation_end
2024-08-14,2516.T,BUY,456.2999877929688,6300,post_major_multi_etf_entry,capitulation_end
2024-08-16,2516.T,SELL,481.8999938964844,6300,sell_signal,crash
2024-08-16,2749.T,BUY,637.0,700,q2_defensive_entry,crash
2024-08-16,6632.T,BUY,1149.0,400,q2_defensive_entry,crash
2024-08-16,6230.T,BUY,2345.0,200,q2_defensive_entry,crash
2024-08-16,5889.T,BUY,3045.0,100,q2_defensive_entry,crash
2024-08-16,9882.T,BUY,1262.5,300,q2_defensive_entry,crash
2024-08-16,4536.T,BUY,1808.405,200,q2_defensive_entry,crash
2024-08-16,2585.T,BUY,1705.0,200,q2_defensive_entry,crash
2024-08-16,3261.T,BUY,547.42,500,q2_defensive_entry,crash
2024-08-19,2749.T,SELL,657.0,700,sell_signal,downtrend
2024-08-19,6632.T,SELL,1162.0,400,sell_signal,downtrend
2024-08-19,6230.T,SELL,2432.5,200,sell_signal,downtrend
2024-08-19,5889.T,SELL,3160.0,100,sell_signal,downtrend
2024-08-19,9882.T,SELL,1260.0,300,sell_signal,downtrend
2024-08-19,4536.T,SELL,1823.0,200,sell_signal,downtrend
2024-08-19,2585.T,SELL,1812.5,200,take_profit,downtrend
2024-08-19,3261.T,SELL,563.0,500,sell_signal,downtrend
2024-08-19,2516.T,BUY,482.86379388427736,6400,post_major_multi_etf_entry,downtrend
2024-08-23,2516.T,SELL,498.8999938964844,6400,sell_signal,downtrend
2024-08-26,2516.T,BUY,510.0,6300,post_major_multi_etf_entry,downtrend
2024-08-28,2516.T,SELL,519.5999755859375,6300,sell_signal,downtrend
2024-09-02,2516.T,BUY,525.7999877929688,6200,post_major_multi_etf_entry,normal
2024-09-03,2516.T,SELL,532.2000122070312,6200,sell_signal,normal
2024-09-03,1489.T,BUY,2315.622,1400,post_major_multi_etf_entry,normal
2024-09-04,1489.T,SELL,2241.0,1400,stop_loss,normal
2024-09-09,6632.T,BUY,1292.8,300,q2_defensive_entry,crash
2024-09-09,2329.T,BUY,666.6,700,q2_defensive_entry,crash
2024-09-09,5889.T,BUY,3625.9,100,q2_defensive_entry,crash
2024-09-09,3529.T,BUY,750.43,600,q2_defensive_entry,crash
2024-09-09,7013.T,BUY,897.1685626220703,500,q2_defensive_entry,crash
2024-09-09,2469.T,BUY,3075.45,100,q2_defensive_entry,crash
2024-09-09,1826.T,BUY,870.62,500,q2_defensive_entry,crash
2024-09-09,1942.T,BUY,2180.59,100,q2_defensive_entry,crash
2024-09-09,3261.T,BUY,532.27,200,q2_defensive_entry,crash
2024-09-10,7013.T,SELL,874.3000256347656,500,crash_early_exit,crash
2024-09-10,2469.T,SELL,3365.0,100,take_profit,crash
2024-09-10,7643.T,BUY,1464.5,300,q2_defensive_entry,crash
2024-09-11,6632.T,SELL,1282.82,300,crash_early_exit,crash
2024-09-11,5889.T,SELL,3679.9,100,crash_early_exit,crash
2024-09-11,3529.T,SELL,734.02,600,crash_early_exit,crash
2024-09-11,7979.T,BUY,2449.25,200,q2_defensive_entry,crash
2024-09-11,6507.T,BUY,4430.0,100,q2_defensive_entry,crash
2024-09-11,5888.T,BUY,2934.05,100,q2_defensive_entry,crash
2024-09-11,9564.T,BUY,491.365,700,q2_defensive_entry,crash
2024-09-12,2329.T,SELL,659.0,700,sell_signal,downtrend
2024-09-12,1826.T,SELL,857.0,500,sell_signal,downtrend
2024-09-12,1942.T,SELL,2158.0,100,sell_signal,downtrend
2024-09-12,3261.T,SELL,535.0,200,sell_signal,downtrend
2024-09-12,7643.T,SELL,1451.0,300,sell_signal,downtrend
2024-09-12,7979.T,SELL,2360.0,200,sell_signal,downtrend
2024-09-12,6507.T,SELL,4495.0,100,sell_signal,downtrend
2024-09-12,5888.T,SELL,2945.0,100,sell_signal,downtrend
2024-09-12,9564.T,SELL,493.5,700,sell_signal,downtrend
2024-09-20,2516.T,BUY,524.0,6100,post_major_multi_etf_entry,downtrend
2024-09-24,2516.T,SELL,516.2999877929688,6100,sell_signal,downtrend
